date,year,url,saved_path,status,bytes,sha256,kind
20110126,2011,https://www.federalreserve.gov/monetarypolicy/fomcminutes20110126.htm,minutes_html\2011\fomcminutes-20110126.htm,200,86734,10e679f96dd7f33fda3cea1ba7c90ecce9c16fe8e983db38263a22d8614ec58f,html_modern
20110315,2011,https://www.federalreserve.gov/monetarypolicy/fomcminutes20110315.htm,minutes_html\2011\fomcminutes-20110315.htm,200,57290,afe85a3cb52cb7c093fdca0716a92a3864ed8f1b96cd5415361d0d610334ab98,html_modern
20110427,2011,https://www.federalreserve.gov/monetarypolicy/fomcminutes20110427.htm,minutes_html\2011\fomcminutes-20110427.htm,200,64339,28b6f64b2f1da1428a65c2c98316b2371155fe5aafc7f0b5bb61bbe922618e96,html_modern
20110622,2011,https://www.federalreserve.gov/monetarypolicy/fomcminutes20110622.htm,minutes_html\2011\fomcminutes-20110622.htm,200,63109,6dccb6d1b69b252f7ddc16b37c45878052610a31f9f9290408a03dd09e580d75,html_modern
20110809,2011,https://www.federalreserve.gov/monetarypolicy/fomcminutes20110809.htm,minutes_html\2011\fomcminutes-20110809.htm,200,56553,1c1451fad66022c028bfbc49448edcfade8951709696022e76a928d3a4b12203,html_modern
20110921,2011,https://www.federalreserve.gov/monetarypolicy/fomcminutes20110921.htm,minutes_html\2011\fomcminutes-20110921.htm,200,68779,41b13c3420c109f9f67afe3af717b92dad8ba040b66fd2f67eea453fcee9445c,html_modern
20111102,2011,https://www.federalreserve.gov/monetarypolicy/fomcminutes20111102.htm,minutes_html\2011\fomcminutes-20111102.htm,200,64272,2e0129a6959dacd3b85a9dbc21e359730f05dd25f1531b2efe954356c3683f6a,html_modern
20111213,2011,https://www.federalreserve.gov/monetarypolicy/fomcminutes20111213.htm,minutes_html\2011\fomcminutes-20111213.htm,200,64108,da309f4e9e29f3eded753a12b6c30d017000a13a80505b4cf1ca79982f4a3faa,html_modern
20100127,2010,https://www.federalreserve.gov/monetarypolicy/fomcminutes20100127.htm,minutes_html\2010\fomcminutes-20100127.htm,200,87656,11207b3d06a2a1c8240a686b7441076ae34f20f462165fe3679a8357453272da,html_modern
20100316,2010,https://www.federalreserve.gov/monetarypolicy/fomcminutes20100316.htm,minutes_html\2010\fomcminutes-20100316.htm,200,56281,567856393927736ab68e7344dc787a7703bce99a8bf98ad68df473df8ce245d7,html_modern
20100428,2010,https://www.federalreserve.gov/monetarypolicy/fomcminutes20100428.htm,minutes_html\2010\fomcminutes-20100428.htm,200,59383,d95dd9e4464c42576b35d38aedefe1ef1213025077d2776454438babc5806c08,html_modern
20100623,2010,https://www.federalreserve.gov/monetarypolicy/fomcminutes20100623.htm,minutes_html\2010\fomcminutes-20100623.htm,200,65602,99e08a1918d4ba58a8922371c8f3696417e033e4eaac93b567cdf98da701082b,html_modern
20100810,2010,https://www.federalreserve.gov/monetarypolicy/fomcminutes20100810.htm,minutes_html\2010\fomcminutes-20100810.htm,200,57324,fae104efb9b33ad068c23f794643e94713f080817521ad908e4c5e0d9432cf50,html_modern
20100921,2010,https://www.federalreserve.gov/monetarypolicy/fomcminutes20100921.htm,minutes_html\2010\fomcminutes-20100921.htm,200,52270,6d3f7ba1a98148e55b549b8081c635d00c287f7ad4fea3925992007dcff68060,html_modern
20101103,2010,https://www.federalreserve.gov/monetarypolicy/fomcminutes20101103.htm,minutes_html\2010\fomcminutes-20101103.htm,200,60038,73d4678d5156e8e76ca0d21f2b33626ef3dd268fc42845e6e2fc9350a077da0d,html_modern
20101214,2010,https://www.federalreserve.gov/monetarypolicy/fomcminutes20101214.htm,minutes_html\2010\fomcminutes-20101214.htm,200,56785,85b83fd2397cd05b2b56147009a1a201823bc9ff6c9188cd833a23d3270b6701,html_modern
20090128,2009,https://www.federalreserve.gov/monetarypolicy/fomcminutes20090128.htm,minutes_html\2009\fomcminutes-20090128.htm,200,84532,453780e9f162a1c21165a163fdf31acb532604d06dbf7a22d6f55e8c308b03aa,html_modern
20090318,2009,https://www.federalreserve.gov/monetarypolicy/fomcminutes20090318.htm,minutes_html\2009\fomcminutes-20090318.htm,200,56770,64a8873270faea447be5c9d1d8caee3e7802bcf524bcac067d82f70125e31354,html_modern
20090429,2009,https://www.federalreserve.gov/monetarypolicy/fomcminutes20090429.htm,minutes_html\2009\fomcminutes-20090429.htm,200,54498,233daa3a438107ee77487d7c6a687c42972f3213fc87c844e975e97894f92ecd,html_modern
20090624,2009,https://www.federalreserve.gov/monetarypolicy/fomcminutes20090624.htm,minutes_html\2009\fomcminutes-20090624.htm,200,65519,0be353a7587304e53431cb541c0faa67bfc2b9b6d01bcaae1d35f6b8146332a9,html_modern
20090812,2009,https://www.federalreserve.gov/monetarypolicy/fomcminutes20090812.htm,minutes_html\2009\fomcminutes-20090812.htm,200,56770,72083de9e67b509119b8ae21f3f0562ad787c1784957ade71abdb5e412aebca9,html_modern
